date,portfolio_value
2019-01-10,10003.928731088645
2019-01-11,10003.928731088645
2019-01-14,10003.928731088645
2019-01-15,10003.928731088645
2019-01-16,10003.928731088645
2019-01-17,10003.928731088645
2019-01-18,10003.928731088645
2019-01-22,10003.928731088645
2019-01-23,10003.928731088645
2019-01-24,10003.928731088645
2019-01-25,10003.928731088645
2019-01-28,10003.928731088645
2019-01-29,10003.928731088645
2019-01-30,10003.928731088645
2019-01-31,10003.928731088645
2019-02-01,10003.928731088645
2019-02-04,10003.928731088645
2019-02-05,10003.928731088645
2019-02-06,10003.928731088645
2019-02-07,10003.928731088645
2019-02-08,10003.928731088645
2019-02-11,10003.928731088645
2019-02-12,10003.928731088645
2019-02-13,10003.928731088645
2019-02-14,10003.928731088645
2019-02-15,10003.928731088645
2019-02-19,10003.928731088645
2019-02-20,10003.928731088645
2019-02-21,10003.928731088645
2019-02-22,10003.928731088645
2019-02-25,10003.928731088645
2019-02-26,10003.928731088645
2019-02-27,10003.928731088645
2019-02-28,10003.928731088645
2019-03-01,10003.928731088645
2019-03-04,10003.928731088645
2019-03-05,10003.928731088645
2019-03-06,10003.928731088645
2019-03-07,10003.928731088645
2019-03-08,10003.928731088645
2019-03-11,10003.928731088645
2019-03-12,10003.928731088645
2019-03-13,10003.928731088645
2019-03-14,10003.928731088645
2019-03-15,10003.928731088645
2019-03-18,10003.928731088645
2019-03-19,10003.928731088645
2019-03-20,10003.928731088645
2019-03-21,10003.928731088645
2019-03-22,10003.928731088645
2019-03-25,10003.928731088645
2019-03-26,10003.928731088645
2019-03-27,10003.909620610053
2019-03-28,10004.151064244086
2019-03-29,10004.554247227485
2019-04-01,10005.317369786078
2019-04-02,10005.349230137641
2019-04-03,10005.451761570746
2019-04-04,10005.62487253266
2019-04-05,10005.941515293891
2019-04-08,10005.991625157172
2019-04-09,10005.654497471625
2019-04-10,10005.87773355561
2019-04-11,10005.859491673285
2019-04-12,10006.283869209296
2019-04-15,10006.283869209296
2019-04-16,10006.283869209296
2019-04-17,10006.283869209296
2019-04-18,10006.283869209296
2019-04-22,10006.283869209296
2019-04-23,10006.283869209296
2019-04-24,10006.283869209296
2019-04-25,10006.283869209296
2019-04-26,10006.283869209296
2019-04-29,10006.283869209296
2019-04-30,10006.283869209296
2019-05-01,10006.283869209296
2019-05-02,10006.283869209296
2019-05-03,10006.283869209296
2019-05-06,10006.283869209296
2019-05-07,10006.283869209296
2019-05-08,10006.283869209296
2019-05-09,10006.283869209296
2019-05-10,10006.264181281287
2019-05-13,10004.595783860404
2019-05-14,10004.595783860404
2019-05-15,10004.576303681572
2019-05-16,10005.177698334892
2019-05-17,10004.753977021415
2019-05-20,10004.323480805595
2019-05-21,10004.906610688407
2019-05-22,10004.706163605888
2019-05-23,10003.911157807548
2019-05-24,10004.056947907646
2019-05-28,10003.45784970208
2019-05-29,10003.029619416435
2019-05-30,10003.202745637138
2019-05-31,10002.327447197731
2019-06-03,10002.327447197731
2019-06-04,10002.308276588448
2019-06-05,10002.861834938058
2019-06-06,10003.280940467843
2019-06-07,10003.93014853669
2019-06-10,10004.230853492745
2019-06-11,10004.214892799386
2019-06-12,10004.098727638253
2019-06-13,10004.369792396554
2019-06-14,10004.296924049386
2019-06-17,10004.321963722237
2019-06-18,10004.992182752236
2019-06-19,10004.992182752236
2019-06-20,10004.992182752236
2019-06-21,10004.992182752236
2019-06-24,10004.992182752236
2019-06-25,10004.992182752236
2019-06-26,10004.992182752236
2019-06-27,10004.992182752236
2019-06-28,10004.992182752236
2019-07-01,10004.992182752236
2019-07-02,10004.992182752236
2019-07-03,10004.992182752236
2019-07-05,10004.992182752236
2019-07-08,10004.992182752236
2019-07-09,10004.992182752236
2019-07-10,10004.992182752236
2019-07-11,10004.992182752236
2019-07-12,10004.992182752236
2019-07-15,10004.992182752236
2019-07-16,10004.992182752236
2019-07-17,10004.992182752236
2019-07-18,10004.992182752236
2019-07-19,10004.992182752236
2019-07-22,10004.992182752236
2019-07-23,10004.992182752236
2019-07-24,10004.992182752236
2019-07-25,10004.992182752236
2019-07-26,10004.992182752236
2019-07-29,10004.992182752236
2019-07-30,10004.992182752236
2019-07-31,10004.992182752236
2019-08-01,10004.992182752236
2019-08-02,10004.992182752236
2019-08-05,10004.992182752236
2019-08-06,10004.992182752236
2019-08-07,10004.972407997902
2019-08-08,10006.265697182473
2019-08-09,10005.807880104836
2019-08-12,10004.995311440285
2019-08-13,10006.020755471047
2019-08-14,10004.04079789048
2019-08-15,10004.212474526223
2019-08-16,10005.173854531105
2019-08-19,10005.970393837746
2019-08-20,10005.457660378273
2019-08-21,10005.997874916848
2019-08-22,10005.977275551613
2019-08-23,10004.25825089341
2019-08-26,10004.979259194191
2019-08-27,10004.720615090187
2019-08-28,10005.182979286965
2019-08-29,10006.027621926125
2019-08-30,10005.997874916848
2019-09-03,10005.606464089211
2019-09-04,10006.361835182961
2019-09-05,10007.227061928566
2019-09-06,10007.259230180367
2019-09-09,10007.259230180367
2019-09-10,10007.259230180367
2019-09-11,10007.259230180367
2019-09-12,10007.259230180367
2019-09-13,10007.259230180367
2019-09-16,10007.259230180367
2019-09-17,10007.259230180367
2019-09-18,10007.259230180367
2019-09-19,10007.259230180367
2019-09-20,10007.259230180367
2019-09-23,10007.259230180367
2019-09-24,10007.259230180367
2019-09-25,10007.259230180367
2019-09-26,10007.259230180367
2019-09-27,10007.259230180367
2019-09-30,10007.259230180367
2019-10-01,10007.259230180367
2019-10-02,10007.259230180367
2019-10-03,10007.259230180367
2019-10-04,10007.238923971565
2019-10-07,10006.946893637092
2019-10-08,10005.900583212288
2019-10-09,10006.530664389045
2019-10-10,10006.983674948127
2019-10-11,10007.682718222053
2019-10-14,10007.60684389344
2019-10-15,10008.280633871467
2019-10-16,10008.170244161995
2019-10-17,10008.372590963752
2019-10-18,10008.07136720887
2019-10-21,10008.535882894905
2019-10-22,10008.310518209846
2019-10-23,10008.51056856385
2019-10-24,10008.623262350471
2019-10-25,10008.906106893928
2019-10-28,10009.29702181092
2019-10-29,10009.276338522346
2019-10-30,10009.490198080452
2019-10-31,10009.303926412971
2019-11-01,10009.928986048897
2019-11-04,10009.928986048897
2019-11-05,10009.928986048897
2019-11-06,10009.928986048897
2019-11-07,10009.928986048897
2019-11-08,10009.928986048897
2019-11-11,10009.928986048897
2019-11-12,10009.928986048897
2019-11-13,10009.928986048897
2019-11-14,10009.928986048897
2019-11-15,10009.928986048897
2019-11-18,10009.928986048897
2019-11-19,10009.928986048897
2019-11-20,10009.928986048897
2019-11-21,10009.928986048897
2019-11-22,10009.928986048897
2019-11-25,10009.928986048897
2019-11-26,10009.928986048897
2019-11-27,10009.928986048897
2019-11-29,10009.928986048897
2019-12-02,10009.928986048897
2019-12-03,10009.928986048897
2019-12-04,10009.928986048897
2019-12-05,10009.90746084977
2019-12-06,10010.562848728188
2019-12-09,10010.335187595376
2019-12-10,10010.254705112466
2019-12-11,10010.459348361977
2019-12-12,10011.082532566079
2019-12-13,10011.126256626138
2019-12-16,10011.627545993813
2019-12-17,10011.643644016274
2019-12-18,10011.648236911782
2019-12-19,10011.94946829606
2019-12-20,10012.272992771157
2019-12-23,10012.38622824479
2019-12-24,10012.388539951333
2019-12-26,10012.761301114662
2019-12-27,10012.761301114662
2019-12-30,10012.761301114662
2019-12-31,10012.761301114662
2020-01-02,10012.761301114662
2020-01-03,10012.761301114662
2020-01-06,10012.761301114662
2020-01-07,10012.761301114662
2020-01-08,10012.761301114662
2020-01-09,10012.761301114662
2020-01-10,10012.761301114662
2020-01-13,10012.761301114662
2020-01-14,10012.761301114662
2020-01-15,10012.761301114662
2020-01-16,10012.761301114662
2020-01-17,10012.761301114662
2020-01-21,10012.761301114662
2020-01-22,10012.761301114662
2020-01-23,10012.761301114662
2020-01-24,10012.761301114662
2020-01-27,10012.761301114662
2020-01-28,10012.761301114662
2020-01-29,10012.738657923897
2020-01-30,10012.983614894112
2020-01-31,10011.60864541169
2020-02-03,10012.160929652413
2020-02-04,10013.302500697335
2020-02-05,10014.180613490304
2020-02-06,10014.43944832917
2020-02-07,10014.028109523018
2020-02-10,10014.601206752022
2020-02-11,10014.735239955147
2020-02-12,10015.234377833565
2020-02-13,10015.151194544991
2020-02-14,10015.275965663155
2020-02-18,10015.074938746651
2020-02-19,10015.423530481728
2020-02-20,10015.423530481728
2020-02-21,10015.423530481728
2020-02-24,10015.423530481728
2020-02-25,10015.423530481728
2020-02-26,10015.423530481728
2020-02-27,10015.423530481728
2020-02-28,10015.423530481728
2020-03-02,10015.402102571114
2020-03-03,10013.315353582771
2020-03-04,10016.188280592354
2020-03-05,10013.743046614081
2020-03-06,10012.587628218085
2020-03-09,10007.200491088874
2020-03-10,10007.200491088874
2020-03-11,10007.200491088874
2020-03-12,10007.200491088874
2020-03-13,10007.200491088874
2020-03-16,10007.200491088874
2020-03-17,10007.200491088874
2020-03-18,10007.200491088874
2020-03-19,10007.200491088874
2020-03-20,10007.200491088874
2020-03-23,10007.200491088874
2020-03-24,10007.183535403448
2020-03-25,10008.029631442267
2020-03-26,10011.342735775
2020-03-27,10009.503848611272
2020-03-30,10010.889567000879
2020-03-31,10010.232913026968
2020-04-01,10008.267323442797
2020-04-02,10008.267323442797
2020-04-03,10008.261699280829
2020-04-06,10009.514878863309
2020-04-07,10009.514878863309
2020-04-08,10009.514878863309
2020-04-09,10009.514878863309
2020-04-13,10009.514878863309
2020-04-14,10009.514878863309
2020-04-15,10009.514878863309
2020-04-16,10009.514878863309
2020-04-17,10009.514878863309
2020-04-20,10009.514878863309
2020-04-21,10009.514878863309
2020-04-22,10009.514878863309
2020-04-23,10009.514878863309
2020-04-24,10009.514878863309
2020-04-27,10009.514878863309
2020-04-28,10009.514878863309
2020-04-29,10009.514878863309
2020-04-30,10009.514878863309
2020-05-01,10009.514878863309
2020-05-04,10009.514878863309
2020-05-05,10009.514878863309
2020-05-06,10009.507881612939
2020-05-07,10009.78933656503
2020-05-08,10010.179908368
2020-05-11,10010.184839700938
2020-05-12,10009.706454620842
2020-05-13,10009.290439725431
2020-05-14,10009.566963344587
2020-05-15,10009.674456168286
2020-05-18,10010.382714269961
2020-05-19,10010.382714269961
2020-05-20,10010.382714269961
2020-05-21,10010.382714269961
2020-05-22,10010.382714269961
2020-05-26,10010.382714269961
2020-05-27,10010.382714269961
2020-05-28,10010.382714269961
2020-05-29,10010.382714269961
2020-06-01,10010.382714269961
2020-06-02,10010.382714269961
2020-06-03,10010.382714269961
2020-06-04,10010.382714269961
2020-06-05,10010.382714269961
2020-06-08,10010.382714269961
2020-06-09,10010.382714269961
2020-06-10,10010.382714269961
2020-06-11,10010.382714269961
2020-06-12,10010.382714269961
2020-06-15,10010.3613026214
2020-06-16,10011.735074288881
2020-06-17,10011.432912118471
2020-06-18,10011.4607746673
2020-06-19,10011.04662824396
2020-06-22,10011.50886274103
2020-06-23,10011.842732675112
2020-06-24,10009.984326608217
2020-06-25,10010.745450265444
2020-06-26,10009.041096932924
2020-06-29,10010.070714242494
2020-06-30,10010.981236703432
2020-07-01,10011.485524423158
2020-07-02,10011.884763009584
2020-07-06,10012.987861907137
2020-07-07,10012.987861907137
2020-07-08,10012.987861907137
2020-07-09,10012.987861907137
2020-07-10,10012.987861907137
2020-07-13,10012.987861907137
2020-07-14,10012.987861907137
2020-07-15,10012.987861907137
2020-07-16,10012.987861907137
2020-07-17,10012.987861907137
2020-07-20,10012.987861907137
2020-07-21,10012.987861907137
2020-07-22,10012.987861907137
2020-07-23,10012.987861907137
2020-07-24,10012.987861907137
2020-07-27,10012.987861907137
2020-07-28,10012.987861907137
2020-07-29,10012.987861907137
2020-07-30,10012.987861907137
2020-07-31,10012.987861907137
2020-08-03,10012.987861907137
2020-08-04,10012.987861907137
2020-08-05,10012.987861907137
2020-08-06,10012.987861907137
2020-08-07,10012.987861907137
2020-08-10,10012.987861907137
2020-08-11,10012.987861907137
2020-08-12,10012.987861907137
2020-08-13,10012.987861907137
2020-08-14,10012.987861907137
2020-08-17,10012.987861907137
2020-08-18,10012.987861907137
2020-08-19,10012.987861907137
2020-08-20,10012.987861907137
2020-08-21,10012.987861907137
2020-08-24,10012.987861907137
2020-08-25,10012.987861907137
2020-08-26,10012.987861907137
2020-08-27,10012.987861907137
2020-08-28,10012.987861907137
2020-08-31,10012.987861907137
2020-09-01,10012.987861907137
2020-09-02,10012.987861907137
2020-09-03,10012.987861907137
2020-09-04,10012.987861907137
2020-09-08,10012.987861907137
2020-09-09,10012.987861907137
2020-09-10,10012.987861907137
2020-09-11,10012.987861907137
2020-09-14,10012.964156059206
2020-09-15,10013.363371757448
2020-09-16,10013.048193839968
2020-09-17,10012.352423576296
2020-09-18,10011.449774650515
2020-09-21,10010.564172036684
2020-09-22,10010.564172036684
2020-09-23,10010.564172036684
2020-09-24,10010.564172036684
2020-09-25,10010.54105552057
2020-09-28,10011.820894082583
2020-09-29,10011.394273599184
2020-09-30,10011.984956582583
2020-10-01,10012.488931497133
2020-10-02,10011.738870461977
2020-10-05,10013.12651999811
2020-10-06,10011.99434836725
2020-10-07,10013.33695541147
2020-10-08,10013.33695541147
2020-10-09,10013.33695541147
2020-10-12,10013.33695541147
2020-10-13,10013.33695541147
2020-10-14,10013.33695541147
2020-10-15,10013.33695541147
2020-10-16,10013.33695541147
2020-10-19,10013.33695541147
2020-10-20,10013.33695541147
2020-10-21,10013.33695541147
2020-10-22,10013.33695541147
2020-10-23,10013.33695541147
2020-10-26,10013.33695541147
2020-10-27,10013.33695541147
2020-10-28,10013.33695541147
2020-10-29,10013.33695541147
2020-10-30,10013.33695541147
2020-11-02,10013.313735520876
2020-11-03,10014.680297410525
2020-11-04,10016.416492533815
2020-11-05,10016.416492533815
2020-11-06,10016.416492533815
2020-11-09,10016.416492533815
2020-11-10,10016.416492533815
2020-11-11,10016.416492533815
2020-11-12,10016.416492533815
2020-11-13,10016.416492533815
2020-11-16,10016.416492533815
2020-11-17,10016.416492533815
2020-11-18,10016.416492533815
2020-11-19,10016.416492533815
2020-11-20,10016.416492533815
2020-11-23,10016.416492533815
2020-11-24,10016.416492533815
2020-11-25,10016.416492533815
2020-11-27,10016.416492533815
2020-11-30,10016.416492533815
2020-12-01,10016.416492533815
2020-12-02,10016.416492533815
2020-12-03,10016.416492533815
2020-12-04,10016.416492533815
2020-12-07,10016.416492533815
2020-12-08,10016.416492533815
2020-12-09,10016.416492533815
2020-12-10,10016.416492533815
2020-12-11,10016.416492533815
2020-12-14,10016.416492533815
2020-12-15,10016.416492533815
2020-12-16,10016.416492533815
2020-12-17,10016.416492533815
2020-12-18,10016.416492533815
2020-12-21,10016.416492533815
2020-12-22,10016.416492533815
2020-12-23,10016.416492533815
2020-12-24,10016.416492533815
2020-12-28,10016.416492533815
2020-12-29,10016.416492533815
2020-12-30,10016.416492533815
2020-12-31,10016.416492533815
2021-01-04,10016.416492533815
2021-01-05,10016.416492533815
2021-01-06,10016.416492533815
2021-01-07,10016.416492533815
2021-01-08,10016.416492533815
2021-01-11,10016.416492533815
2021-01-12,10016.416492533815
2021-01-13,10016.416492533815
2021-01-14,10016.416492533815
2021-01-15,10016.416492533815
2021-01-19,10016.416492533815
2021-01-20,10016.416492533815
2021-01-21,10016.416492533815
2021-01-22,10016.416492533815
2021-01-25,10016.416492533815
2021-01-26,10016.416492533815
2021-01-27,10016.416492533815
2021-01-28,10016.416492533815
2021-01-29,10016.416492533815
2021-02-01,10016.416492533815
2021-02-02,10016.416492533815
2021-02-03,10016.416492533815
2021-02-04,10016.416492533815
2021-02-05,10016.416492533815
2021-02-08,10016.416492533815
2021-02-09,10016.416492533815
2021-02-10,10016.416492533815
2021-02-11,10016.416492533815
2021-02-12,10016.416492533815
2021-02-16,10016.416492533815
2021-02-17,10016.416492533815
2021-02-18,10016.416492533815
2021-02-19,10016.416492533815
2021-02-22,10016.416492533815
2021-02-23,10016.416492533815
2021-02-24,10016.416492533815
2021-02-25,10016.416492533815
2021-02-26,10016.416492533815
2021-03-01,10016.416492533815
2021-03-02,10016.389194914187
2021-03-03,10015.183956571902
2021-03-04,10014.046269864595
2021-03-05,10014.01917774881
2021-03-08,10013.56956989969
2021-03-09,10014.852513625276
2021-03-10,10015.419812514436
2021-03-11,10016.349667861115
2021-03-12,10016.474431349885
2021-03-15,10017.027623488557
2021-03-16,10016.909917189729
2021-03-17,10017.199642059266
2021-03-18,10017.199642059266
2021-03-19,10017.199642059266
2021-03-22,10017.199642059266
2021-03-23,10017.199642059266
2021-03-24,10017.199642059266
2021-03-25,10017.199642059266
2021-03-26,10017.199642059266
2021-03-29,10017.199642059266
2021-03-30,10017.199642059266
2021-03-31,10017.199642059266
2021-04-01,10017.199642059266
2021-04-05,10017.199642059266
2021-04-06,10017.199642059266
2021-04-07,10017.199642059266
2021-04-08,10017.199642059266
2021-04-09,10017.199642059266
2021-04-12,10017.199642059266
2021-04-13,10017.199642059266
2021-04-14,10017.199642059266
2021-04-15,10017.199642059266
2021-04-16,10017.199642059266
2021-04-19,10017.199642059266
2021-04-20,10017.199642059266
2021-04-21,10017.199642059266
2021-04-22,10017.199642059266
2021-04-23,10017.199642059266
2021-04-26,10017.199642059266
2021-04-27,10017.199642059266
2021-04-28,10017.199642059266
2021-04-29,10017.199642059266
2021-04-30,10017.199642059266
2021-05-03,10017.199642059266
2021-05-04,10017.199642059266
2021-05-05,10017.199642059266
2021-05-06,10017.199642059266
2021-05-07,10017.199642059266
2021-05-10,10017.199642059266
2021-05-11,10017.199642059266
2021-05-12,10017.199642059266
2021-05-13,10017.199642059266
2021-05-14,10017.199642059266
2021-05-17,10017.170201750885
2021-05-18,10016.324719878327
2021-05-19,10016.069646330963
2021-05-20,10017.113530608307
2021-05-21,10017.033223601471
2021-05-24,10018.032239409577
2021-05-25,10017.812596770416
2021-05-26,10018.008611174713
2021-05-27,10018.060567351471
2021-05-28,10018.237699004303
2021-06-01,10018.150327178131
2021-06-02,10018.306210967194
2021-06-03,10017.937764617096
2021-06-04,10018.842298003327
2021-06-07,10018.745480986725
2021-06-08,10018.766744109284
2021-06-09,10018.61794802774
2021-06-10,10019.08085391153
2021-06-11,10019.246175261627
2021-06-14,10019.470540496002
2021-06-15,10019.28632113565
2021-06-16,10018.726590605866
2021-06-17,10018.693501921784
2021-06-18,10017.349080535065
2021-06-21,10018.756543608795
2021-06-22,10019.28967043985
2021-06-23,10019.16882845987
2021-06-24,10019.76119753946
2021-06-25,10020.119000884186
2021-06-28,10020.322766753327
2021-06-29,10020.377255889069
2021-06-30,10020.462560149323
2021-07-01,10020.993509995209
2021-07-02,10020.993509995209
2021-07-06,10020.993509995209
2021-07-07,10020.993509995209
2021-07-08,10020.993509995209
2021-07-09,10020.993509995209
2021-07-12,10020.993509995209
2021-07-13,10020.993509995209
2021-07-14,10020.993509995209
2021-07-15,10020.993509995209
2021-07-16,10020.993509995209
2021-07-19,10020.993509995209
2021-07-20,10020.993509995209
2021-07-21,10020.993509995209
2021-07-22,10020.993509995209
2021-07-23,10020.993509995209
2021-07-26,10020.993509995209
2021-07-27,10020.993509995209
2021-07-28,10020.993509995209
2021-07-29,10020.993509995209
2021-07-30,10020.993509995209
2021-08-02,10020.993509995209
2021-08-03,10020.993509995209
2021-08-04,10020.993509995209
2021-08-05,10020.993509995209
2021-08-06,10020.993509995209
2021-08-09,10020.993509995209
2021-08-10,10020.993509995209
2021-08-11,10020.993509995209
2021-08-12,10020.993509995209
2021-08-13,10020.993509995209
2021-08-16,10020.993509995209
2021-08-17,10020.993509995209
2021-08-18,10020.993509995209
2021-08-19,10020.993509995209
2021-08-20,10020.96344701468
2021-08-23,10021.844934387469
2021-08-24,10022.005415873398
2021-08-25,10022.217889547233
2021-08-26,10021.618916836018
2021-08-27,10022.520745497328
2021-08-30,10022.96829751124
2021-08-31,10022.816847702967
2021-09-01,10022.871103268593
2021-09-02,10023.18526882955
2021-09-03,10023.160400785586
2021-09-07,10022.79425759221
2021-09-08,10022.66993192788
2021-09-09,10022.233711358054
2021-09-10,10021.43358913935
2021-09-13,10021.6912430347
2021-09-14,10021.14652588911
